PPN; EPN; Jahr; Titel+Zusatz; Verfasser; Ort+Verlag; Umfang; Basisklassifikation; Schlagwort; ExKommentar4802; Schlagwort6800; Abrufzeichen8600; Signatur; Standort; URL588846694; 3979452271; 1933; Opisanie karty lensko-chatanskogo kraja po materialam Jakutskoj Ėkspedicii Akademii nauk SSSR; nan; Leningrad : Vsesojuznyj arktičeskij Institut [u.a.]; 1 Band (186 Seiten); nan; nan; nan; nan; nan; 4'@Kart. D 3281; 1:KTA; nan
1696969174; 3646588969; 1931; Karta Aziatsskoj časti S.S.S.R; nan; Moskva : Izdanie Giprogora RSFSR; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2357; 1:KTA; nan
1067375775; 1868252388; 1928; Tomsk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-O,45<1928>; 1:KTA; nan
1754965148; 3999977558; 1927; Russie d'Asie; nan; Paris VIIe : [Service Géographique de l'Armée]; 1 Karte auf 12 Blättern; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2336; 4:KTA; nan
1067378561; 186827148X; 1927; Omsk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,43<1927>; 1:KTA; nan
1067375988; 1868253023; 1927; Tara; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-O,43<1927>; 1:KTA; nan
414561600; 3621202986; 1927; Materialy po gipsometrii Kazakstana; Kopylov, Nikolaj Antonovič; Leningrad : Akad. Nauk.; 66 S; nan; nan; nan; nan; nan; 8'@Kart. D 3224; 1:KTA; nan
1783573406; 4026648192; 1925; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2346; 1:KTA; nan
1738314936; 3671354127; 1925; Navigacionnaja karta r. Orchona : ot vladenija v r. Selengu do ust'ja r. Tol' 310 kilm. : masštab 200 metr. v. 10 m. m.; nan; Irkutsk : Gublit; 1 Atlas (12 Blätter); nan; nan; nan; nan; nan; 2'@Kart. D 3386; 1:KTA; nan
169901129X; 3675670929; 1925; Obzornaja karta avtonomnoj Jakutskoj sož. sov. respubliki; nan; [Moskva] : [Akad. Nauk S.S.S.R.]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2824; 1:KTA; nan
1696964415; 3646570792; 1925; Administrativnaja karta SSSR : Aziatskaja čast$dekonomičeskoe rajonirovanie po proektu gosplana; nan; [Moskva]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2348; 1:KTA; nan
1032799439; 1812075588; 1925; Karta Aziatsskoj časti S.S.S.R; nan; Leningrad : Izdanie Gosudartsvennoj Kartografin; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2351; 1:KTA; nan
1700560263; 3687246280; 1924; Splavnaja karta R. Olekny : porožistaja častio R. Chani po R. Enjuka; nan; Irkutsk; 1 Band (2 Seiten, 11 Blätter); nan; nan; nan; nan; nan; Kart. D 3380; 1:KTA; nan
1698520255; 3668497613; 1924; Karta Altajskoj gubernii; nan; [Russland?] : [Verlag nicht ermittelbar]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2412; 1:KTA; nan
1689315504; 3587962758; 1924; Navigacionnaja karta r. Aldana ot s. Ust'-Majskogo vverch 463 verstij; nan; Irkutsk : Gublit; 1 Atlas (12 Blätter); nan; nan; nan; nan; nan; 4'@Kart. D 2396; 1:KTA; nan
672532689; 127818385X; 1924; Karta Jakutskoj Avtonomnoj Socialističeskoj Sovetskoj Respubliki; nan; Lenigrad : Gublit; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2823; 1:KTA; nan
33608028X; 527545872; 1924; Karte des Ussurigebietes : [Reiseroute von Schkotow über den Dadjanschan zum Chanktasee im Jahre 1902 : Reisen im Sichote-alin bis zum Iman im Jahre 1906]; Jaeschke, C.; Berlin : Aug. Scherl; 2 Karten auf 1 Blatt; 74.21$jAsien$XGeographie; 240216997: Ussuri-Gebiet ; ID: gnd/4488454-0; 104913495: Reiseweg ; ID: gnd/4233933-9; nan; nan; nan; Kart. D 3679; 1:KTA; nan
33608028X; 1703698037; 1924; Karte des Ussurigebietes : [Reiseroute von Schkotow über den Dadjanschan zum Chanktasee im Jahre 1902 : Reisen im Sichote-alin bis zum Iman im Jahre 1906]; Jaeschke, C.; Berlin : Aug. Scherl; 2 Karten auf 1 Blatt; 74.21$jAsien$XGeographie; 240216997: Ussuri-Gebiet ; ID: gnd/4488454-0; 104913495: Reiseweg ; ID: gnd/4233933-9; nan; nan; nan; Kart. D 3679<a>; 1:KTA; nan
1797431811; 4111820549; 1922; Russisch-Asien, politische Gliederung : nach dem Stande vom 20. Mai 1922; nan; Berlin : R. Hobbing; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2344; 1:KTA; nan
1797431579; 4111820166; 1922; Russisch-Asien, politische Gliederung : nach dem Stande vom 20. Mai 1922; nan; [Berlin] : Kartogr. Büro d. Ausw. Amtes; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2343<2>; 4:KTA; nan
179673196X; 4100863675; 1922; Das Gebiet der Sibirischen Bahnen; nan; [Erscheinungsort nicht ermittelbar] : Auswärtiges Amt, Kartogr. Büro; 1 Karte auf 3 Blättern; nan; nan; nan; nan; nan; Kart. D 2341; 1:KTA; nan
1796245674; 4097339745; 1922; Eisenbahnkarte des Asiatischen Russland; nan; [Erscheinungsort nicht ermittelbar] : Auswärtiges Amt, Abt. X Außenhandel; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2340; 1:KTA; nan
04334447X; 4111819737; 1922; Russisch-Asien, politische Gliederung : nach dem Stande vom 20. Mai 1922; nan; [Berlin] : Kartogr. Büro d. Ausw. Amtes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2343; 1:KTA; nan
1703171284; 3693667217; 1920; Ot s. Nikol'skogo do Ust'ja r. Vitima; nan; Irkutsk : Tipo-litografija Irkutskogo Rayonnogo Upravlenija Vodnym Transportom; 1 Band (32 Doppelblätter); nan; nan; nan; nan; nan; 4'@Kart. D 3280; 1:KTA; nan
1703171160; 3693666989; 1920; Ot s. Kačuga do s. Tutury̌; nan; Irkutsk : Tipo-litografija Irkutskogo Rayonnogo Upravlenija Vodnym Transportom; 1 Band (9 Doppelblätter); nan; nan; nan; nan; nan; 4'@Kart. D 3280; 1:KTA; nan
1779913435; 4010498110; 1919; Siberia; nan; New York : [American Geographical Society]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2337; 1:KTA; nan
1750545373; 388223685X; 1918; Sibirien mit europäischen u. asiatischen Gebieten Russlands; nan; Smíchov : V. Neubert; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2332; 4:KTA; nan
169860825X; 3668769516; 1918; G. Freytags Karte von Sibirien; nan; Wien : G. Freytag & Berndt; 1 Karte; nan; nan; nan; nan; nan; 8“@Kart. D 2330; 1:KTA; nan
1686449755; 3572830443; 1918; Eisenbahn-Übersichtsskizze des asiatischen Russland; nan; [Berlin?] : [Generalstab?]; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2334; 4:KTA; nan
069575339; 1720695318; 1918; Taschkent; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2295-4; 1:KTA; nan
069575320; 1720695008; 1918; Kazalinsk; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2295-3; 1:KTA; nan
069575312; 1720695199; 1918; Meschhed; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2295-2; 1:KTA; nan
069575304; 1720694907; 1918; Chiwa; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2295-1; 1:KTA; nan
1755629613; 3914234334; 1914; Russia in Asia : (Siberia); nan; [London] : Georg Philip & Son; 2 Karten auf 1 Blatt; nan; nan; nan; nan; nan; Kart. D 2315; 1:KTA; nan
1741190665; 3813348601; 1914; Economic map of the Russian Empire : prepared especially for R. Martens & Co.; nan; London : 'Geographia'; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2312; 1:KTA; nan
50617087X; 894853260; 1914; nan; nan; S. Peterburg; 4 S., 71 Bl., 24 S.; nan; nan; nan; nan; nan; 2'@Kart. D 2320; 1:KTA; nan
50617087X; 894853279; 1914; nan; nan; S. Peterburg; 4 S., 71 Bl., 24 S.; nan; nan; nan; nan; nan; 2'@Kart. D 2320<a>; 1:KTA; nan
144590476; 425207730; 1914; Priloženija; nan; St. Peterburg; CLV S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-3; 1:KTA; nan
144590476; 425988538; 1914; Priloženija; nan; St. Peterburg; CLV S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-3<a>; 1:KTA; nan
144590468; 425207722; 1914; Zemlja i chozjajstwo; nan; St. Peterburg; 638 S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-2; 1:KTA; nan
144590468; 42598852x; 1914; Zemlja i chozjajstwo; nan; St. Peterburg; 638 S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-2<a>; 1:KTA; nan
14459045X; 425207714; 1914; Ljudi i porjadki za Uralom; nan; St. Peterburg; VIII, 576, II S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-1; 1:KTA; nan
14459045X; 425988511; 1914; Ljudi i porjadki za Uralom; nan; St. Peterburg; VIII, 576, II S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-1<a>; 1:KTA; nan
1756095353; 3918587134; 1913; Tektonische Karte des Kalbinski-Gebirges in Westsibirien; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2932; 1:KTA; nan
1776250354; 3999280468; 1912; Karte des Pamir; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3395; 1:KTA; nan
1783573325; 4026648125; 1910; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2308; 1:KTA; nan
1783573325; 402664815X; 1910; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2308<a>; 1:KTA; nan
1787397602; 404708834X; 1909; Ostrov Sachalin : semla rudnicnago raiona Snital v 1909 godu...; nan; [St. Petersburg] : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3423; 1:KTA!; nan
1700547356; 3687060063; 1908; Specialnaja karta vostočno-aziatskoj časti SSSR : s prilegajuščimi k nemu gosudarstvani; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; Karten; nan; nan; Revision IIIC 2020; nan; nan; Kart. D 2311; 4:KTA; nan
1783573252; 402664801X; 1907; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2307<1907>; 1:KTA; nan
1777480752; 4002291715; 1905; Voenno dorožnaja karta Azijatskoj Rossii; Ilʹin, Aleksej Afinogenovič *1832-1889* ; ID: gnd/1089307551; S. Peterburg : Voenno-Topografičeskij Otdel; 1 Karte auf 15 Blättern; nan; nan; nan; nan; nan; Kart. D 2275; 1:KTA; nan
1743012071; 3826162285; 1905; Map of the country round Vladivostok; nan; [London] : [War Office]; 1 map; nan; nan; nan; nan; nan; Kart. D 3750; 1:KTA; nan
1700557386; 3687239039; 1905; Specialnaja desjativerstnaja karta zapadnoj Sibiri; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; Karten; nan; nan; Revision IIIC 2020; nan; nan; Kart. D 2310; 4:KTA; nan
668273658; 1268788848; 1905; Karta Morskich' promijslov' južnago Sachalina : k' knigij P. Ju. Schmidta 'Morskie promijslij o Sachalin'; nan; [Moskau]; 1 Kt.; nan; nan; nan; Provenienz: Bundesforschungsanstalt für Landeskunde und Raumordnung <Bonn>; |k|Bundesforschungsanstalt für Landeskunde und Raumordnung <Bonn>; nan; Kart. D 3422; 1:KTA; nan
1783573198; 4026647927; 1904; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 map; nan; nan; nan; nan; nan; Kart. D 2307; 1:KTA; nan
1738569705; 3801025128; 1904; [Wladiwostok und Umgebung]; nan; S. Peterburg : Kartogr. zav. A. Il'ina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3748; 1:KTA; nan
1686691556; 3573373682; 1904; Karta tobolskoj gubernii; nan; St. Petersburg; 2 Karten; nan; nan; nan; nan; nan; Kart. D 3584; 1:KTA; nan
1686691556; 3573373690; 1904; Karta tobolskoj gubernii; nan; St. Petersburg; 2 Karten; nan; nan; nan; nan; nan; 8'@Kart. D 3584; 1:KTA; nan
1698680341; 3669902570; 1901; Karta putej soobščenija Aziatskoj Rossii; Карта путей сообщенìя Азìатской Россìи : Изданìе министерства путей сообщенìя; nan; Saint-Petersbourg : A. Iline; 1 Karte auf 3 Blättern; nan; nan; nan; nan; nan; Kart. D 2304; 1:KTA; nan
1698680309; 3669902392; 1899; Karta putej soobščenija Aziatskoj Rossii; Карта путей сообщенìя Азìатской Россìи : Изданìе министерства путей сообщенìя; nan; Saint-Petersbourg : A. Il'in; 1 Karte auf 3 Blättern; nan; nan; nan; nan; nan; Kart. D 2302; 1:KTA; nan
1748689282; 3864083125; 1897; Russisch-Asien und Franz-Josef-Land : zur Übersicht der Sibirisch-Mandschurischen Eisenbahn und der Aufnahmen von F. Nansen 1893/6, F. Jackson 1894/6 und A. Wilkitzki 1894/5 ; Ausschnitt aus: H. Berghaus' 'Chart of the World', 12. Aufl.; nan; Gotha : Justus Perthes; 1 Kt.; nan; nan; Nachlass Kiepert No. 2336; Revision IIIC 2023; nan; nan; Kart. D 2296; 4:KTA; nan
1742840310; 3825722791; 1897; Reiseweg von Dr. G. Huth im Jenissei-Gebiet; nan; Berlin : Geographisch-lithographische Anstalt; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2835; 1:KTA; nan
1782230475; 402042005X; 1895; Wasserstrassen-Verbindungen in Sibirien : nach den Projekten von A. Ssibiriakoff.; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; Nachlass Kiepert No. 3337; Revision IIIC 2023; nan; nan; Kart. D 2295/9; 1:KTA; nan
1755998864; 3918093107; 1895; Zakaspijskoj oblastʹ i Persii; nan; [Sanktpeterburg?] : [Verlag nicht ermittelbar]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3594; 1:KTA; nan
415167647; 421889470; 1895; Karta Azijatskoj Rossii; nan; [Sanktpeterburg:] Izd. v Kartograf. Zavedenii Voenno-Topograj. Otděla Glavnago Štaba; 4 Bl.; nan; nan; nan; nan; nan; Kart. D 2299; 1:KTA; nan
1787953807; 4048853856; 1890; [Taimyr-See mit Umgebung]; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3568; 4:KTA; nan
1667645897; 3488354962; 1890; Chung-O-chiao-chich-ch'üan-t'u; nan; [Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 2287; 1:KTA; nan
1028348010; 1791743234; 1890; [Baikal und Nertschinsk]; nan; S.l.; 2 Kartenblätter; nan; nan; nan; nan; nan; Kart. D 2694; 1:KTA; nan
1745824316; 384344305X; 1888; Karte der Neusibirischen Inseln und des Jana Landes; nan; [Berlin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3334; 1:KTA; nan
1701725894; 3669898565; 1888; nan; nan; [Moskva]; Karten; nan; nan; nan; nan; nan; Kart. D 2294; 1:KTA; nan
1700459139; 3685839527; 1888; Karte der Neusibirischen Inseln und des Jana-Landes : Zur Übersicht der Reiserouten einer von Alexander Bunge u. Baron Eduard Toll 1885 u. 1886 ausgeführten Expedition der Kaiserl. Russ. Akademie der Wissenschaften nebst Angabe der Routen früherer Reisender; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3333; 1:KTA; nan
1696941776; 3646422017; 1886; Karta verchov'ev Amu-Dar'i; nan; [Moskva]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2442; 1:KTA; nan
1698848307; 3671359390; 1885; Karta zakaspiiskoj oblasti; nan; [Place of publication not identified] : Voenno-topograficheskiĭ Otdi︠e︡l Kavkazskago voennogo okruga; 1 Karte auf 9 Blätter; nan; nan; nan; nan; nan; Kart. D 3591; 1:KTA; nan
1844077179; 4317253305; 1884; Karta Aziatskoj Rossii : c' prilegajušimi k' nej vladěnijami; nan; Sankt Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 8 Blättern; nan; nan; nan; nan; nan; Kart. D 2290/1; 1:KTA; nan
1700573683; 3687281078; 1884; A. Regels Reise in Darwas : November & Dezember 1883; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2790; 4:KTA; nan
1700496131; 3686598639; 1884; Merw und das Russisch-Persische Grenzgebiet : nach den neuesten Quellen; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3320; 4:KTA; nan
434652458; 402179269; 1884; Karta Azijatskoj Rossii s prilegajuščimi k nej vladěnijami (100 verst v djujmě); nan; (St. Petersburg); 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2291/1; 1:KTA; nan
434652458; 3669930876; 1884; Karta Azijatskoj Rossii s prilegajuščimi k nej vladěnijami (100 verst v djujmě); nan; (St. Petersburg); 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2291; 1:KTA; nan
1700601806; 3687346757; 1883; Karta Aziatskoj Rossii : c' prilegajušimi k' nej vladěnijami; nan; Sankt Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 8 Blättern; nan; nan; nan; nan; nan; Kart. D 2290; 1:KTA; nan
175687302X; 3921019400; 1882; A map of the Russo-Persian frontier to illustrate the journey to Merv; O'Donovan, Edmond; London : Smith, Elder & Co; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2288; 4:KTA; nan
1748695916; 386417533X; 1882; Specialkarte der neuen russisch-persischen Grenze und der Oase Merv; nan; Gotha : Justus Perthes; 1 Kt.; nan; nan; Nachlass Kiepert No. 3305; nan; nan; Kart. D 3562; 4:KTA; nan
173684217X; 3788127813; 1881; Karte von Achal-Teke und Merw; nan; Berlin : E.S. Mittler & Sohn; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2392; 1:KTA; nan
1750402394; 3881414487; 1880; Karta Turkestanskago general gubernatorstva : Chivinskago, Burckarskago i Kokanskago Chanstv' : c' pogrsničymi častjami srednej Azīi; nan; [Saint Petersburg] : Izdanīe Kartograficheskago Zavedenie A. Ilʹina; [Saint Petersburg] : Изданіе Картографическаго заведенія А. Ильина; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3644; 1:KTA; nan
1667645501; 348835413X; 1880; Chung-O-chiao-chich-ch'üan-t'u; nan; [Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]; 1 Karte auf 35 Blättern; nan; nan; nan; nan; nan; Kart. D 2285/1; 1:KTA; nan
1667645250; 3488353559; 1880; Chung-O-chiao-chich-ch'üan-t'u; nan; [Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]; 1 Karte auf 35 Blättern; nan; nan; nan; nan; nan; 2'@Kart. D 2285; 1:KTA; nan
1700597760; 3687334740; 1879; Specialkarte von Nord-Sibirien zwischen Lena und Beringstrasse mit Nordenskiölds Kurs im Dampfer 'Vega'; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3370; 4:KTA; nan
1700597078; 3687333302; 1879; Specialkarte von Nord-Sibirien zwischen Lena und Beringstrasse in 2 Blatt; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3369; 1:KTA; nan
129602507; 418533946; 1879; A. Petermann's Mitteilungen aus Justus Perthes' Geographischer Anstalt; nan; Gotha [u.a.] : Perthes; nan; 74.00$jGeographie$jAnthropogeographie: Allgemeines; 104394285: Geografie ; ID: gnd/4020216-1; nan; nan; nan; 4'@Kart. D 3426; 1:KTA; nan
169694158X; 3646421460; 1878; Karta verchov'ev Amu-Dar'i; nan; [Moskva]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2440; 1:KTA; nan
169694158X; 3646421479; 1878; Karta verchov'ev Amu-Dar'i; nan; [Moskva]; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2440<a>; 4:KTA; nan
1750399423; 3881402608; 1877; Karta Azijatskoj Rossii; nan; [S. Peterburg] : Kartografičeskoe Zaved. A. Il'ina; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2280; 1:KTA; nan
1756273421; 3918780120; 1873; Specialkarte von Nord-Sibirien zwischen Jenisei & Lena nach allen bisherigen Aufnahmen & Expeditionen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2832; 4:KTA; nan
1171036752; 4274895289; 1873; Übersichtskarte der vom russischen Gebiete im Osten des Kaspischen Meeres nach Chiwa führenden Strassen : nach Recognoscirungen des k. Russischen Generalstabes; nan; Berlin : Reimer; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 3120; 1:KTA; nan
1171036752; 4274895297; 1873; Übersichtskarte der vom russischen Gebiete im Osten des Kaspischen Meeres nach Chiwa führenden Strassen : nach Recognoscirungen des k. Russischen Generalstabes; nan; Berlin : Reimer; 1 Kt.; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3120<a>; 4:KTA; nan
1588297837; 3669859381; 1871; Počtovaja Karta Aziatskoj Rossii, Sibiri; nan; S. Peterburg' : Postovym'' Departamentom''; 1 Karte in 2 Teilen auf 2 Blättern; nan; 229784704: Russland$xAsiatischer Teil ; ID: gnd/4457321-2; 106196464: Post ; ID: gnd/4046886-0; nan; nan; nan; Kart. D 2265; 1:KTA; nan
1735548561; 3780006812; 1870; Karta Jakutskoj, Amurskoj i primorskoj oblastej; nan; St. Petersburg : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2820; 1:KTA; nan
174862931X; 3858587729; 1869; [Karte des General-Gouvernements Turkestan]; nan; [St. Petersburg]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3642; 1:KTA; nan
1735550965; 3780012138; 1869; Karta Turkestanskoj oblasti; nan; [St. Petersburg] : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3538; 1:KTA; nan
1735549800; 3780009560; 1869; Karta Syr Dar'inskoj oblasti; nan; [St. Petersburg] : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3539; 1:KTA; nan
1735549460; 378000884X; 1869; Karta Semirjcenskoj oblastej; nan; St. Petersburg : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3500; 1:KTA; nan
1774484811; 3991400510; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-6,5; 1:KTA; nan
1774484757; 3991400367; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-6,4; 1:KTA; nan
1774484706; 3991400170; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-6,3; 1:KTA; nan
1774484552; 3991399814; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,5; 1:KTA; nan
1774484463; 399139961X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,4; 1:KTA; nan
1774484382; 3991399253; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,3; 1:KTA; nan
1774484307; 3991399083; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,2; 1:KTA; nan
1774484242; 3991398982; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,5; 1:KTA; nan
1774484188; 399139880X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,4; 1:KTA; nan
1774484110; 3991398613; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,3; 1:KTA; nan
177448403X; 399139846X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,2; 1:KTA; nan
1774483963; 3991398141; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,1; 1:KTA; nan
1774483793; 3991397641; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,5; 1:KTA; nan
177448370X; 3991397420; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,4; 1:KTA; nan
1774483564; 3991397188; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,3; 1:KTA; nan
1774483491; 3991397048; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,2; 1:KTA; nan
1774483416; 399139684X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,1; 1:KTA; nan
1774483211; 3991396564; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,4; 1:KTA; nan
1774483122; 3991396378; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,3; 1:KTA; nan
1774483025; 3991396157; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,2; 1:KTA; nan
1774482908; 3991395800; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,1; 1:KTA; nan
1774476649; 3991364271; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-1,3; 1:KTA; nan
